"date" "athletes" "maleAthletes" "femaleAthletes" "maleSpeedMean" "maleSpeedSD" "femaleSpeedMean" "femaleSpeedSD" "extraTime"
"58" "2012-09-22" NA NA NA NA NA NA NA NA
"57" "2012-09-15" NA NA NA NA NA NA NA NA
"56" "2012-09-08" NA NA NA NA NA NA NA NA
"55" "2012-09-01" NA NA NA NA NA NA NA NA
"54" "2012-08-25" NA NA NA NA NA NA NA NA
"53" "2012-08-18" NA NA NA NA NA NA NA NA
"52" "2012-08-11" NA NA NA NA NA NA NA NA
"51" "2012-08-04" NA NA NA NA NA NA NA NA
"50" "2012-07-28" NA NA NA NA NA NA NA NA
"49" "2012-07-21" NA NA NA NA NA NA NA NA
"48" "2012-07-07" NA NA NA NA NA NA NA NA
"47" "2012-06-30" NA NA NA NA NA NA NA NA
"46" "2012-06-23" NA NA NA NA NA NA NA NA
"45" "2012-06-16" NA NA NA NA NA NA NA NA
"44" "2012-06-09" NA NA NA NA NA NA NA NA
"43" "2012-06-02" NA NA NA NA NA NA NA NA
"42" "2012-05-26" NA NA NA NA NA NA NA NA
"41" "2012-05-19" NA NA NA NA NA NA NA NA
"40" "2012-05-12" NA NA NA NA NA NA NA NA
"39" "2012-05-05" NA NA NA NA NA NA NA NA
"38" "2012-04-28" NA NA NA NA NA NA NA NA
"37" "2012-04-21" NA NA NA NA NA NA NA NA
"36" "2012-04-14" NA NA NA NA NA NA NA NA
"35" "2012-04-07" NA NA NA NA NA NA NA NA
"34" "2012-03-31" NA NA NA NA NA NA NA NA
"33" "2012-03-24" NA NA NA NA NA NA NA NA
"32" "2012-03-17" NA NA NA NA NA NA NA NA
"31" "2012-03-10" NA NA NA NA NA NA NA NA
"30" "2012-03-03" NA NA NA NA NA NA NA NA
"29" "2012-02-25" NA NA NA NA NA NA NA NA
"28" "2012-02-18" NA NA NA NA NA NA NA NA
"27" "2012-02-11" NA NA NA NA NA NA NA NA
"26" "2012-02-04" NA NA NA NA NA NA NA NA
"25" "2012-01-28" NA NA NA NA NA NA NA NA
"24" "2012-01-21" NA NA NA NA NA NA NA NA
"23" "2012-01-14" NA NA NA NA NA NA NA NA
"22" "2012-01-07" NA NA NA NA NA NA NA NA
"21" "2011-12-31" NA NA NA NA NA NA NA NA
"20" "2011-12-24" NA NA NA NA NA NA NA NA
"19" "2011-12-17" NA NA NA NA NA NA NA NA
"18" "2011-12-10" NA NA NA NA NA NA NA NA
"17" "2011-12-03" NA NA NA NA NA NA NA NA
"16" "2011-11-26" NA NA NA NA NA NA NA NA
"15" "2011-11-19" NA NA NA NA NA NA NA NA
"14" "2011-11-12" NA NA NA NA NA NA NA NA
"13" "2011-11-05" NA NA NA NA NA NA NA NA
"12" "2011-10-29" NA NA NA NA NA NA NA NA
"11" "2011-10-22" NA NA NA NA NA NA NA NA
"10" "2011-10-15" NA NA NA NA NA NA NA NA
"9" "2011-10-08" NA NA NA NA NA NA NA NA
"8" "2011-10-01" NA NA NA NA NA NA NA NA
"7" "2011-09-24" NA NA NA NA NA NA NA NA
"6" "2011-09-17" NA NA NA NA NA NA NA NA
"5" "2011-09-10" NA NA NA NA NA NA NA NA
"4" "2011-09-03" NA NA NA NA NA NA NA NA
"3" "2011-08-27" NA NA NA NA NA NA NA NA
"2" "2011-08-20" NA NA NA NA NA NA NA NA
"1" "2011-08-13" NA NA NA NA NA NA NA NA
